,companyName,company_offeredRole,Seniority Level,skills_required
4662,TikTok,Machine Learning Engineer,Entry,"['natural language processing', 'algorithms', 'data mining', 'research', 'phd', 'computer vision', 'nlp', 'statistics', 'machine learning']"
4663,DeepMind,Machine Learning Engineer,Entry,"['research', 'phd']"
4664,Cytora,Machine Learning Engineer,Entry,['cloud']
4665,Behold.ai,Machine Learning Engineer,Entry,['machine learning']
4666,Cambridge Quantum Computing,Machine Learning Engineer,Entry,"['algorithms', 'research', 'phd', 'algorithm', 'machine learning']"
4667,TikTok,Machine Learning Engineer,Entry,"['natural language processing', 'algorithms', 'ml', 'data mining', 'research', 'phd', 'computer vision', 'computer science', 'deep learning', 'nlp', 'tensorflow', 'pytorch', 'machine learning']"
4668,Facebook,Machine Learning Engineer,Entry,"['algorithms', 'research', 'phd', 'bayesian', 'computer science', 'computer vision', 'deep learning', 'tensorflow', 'python', 'pytorch', 'optimization', 'machine learning']"
4669,G-Research,Machine Learning Engineer,Entry,"['data science', 'numpy', 'algorithms', 'pandas', 'bayesian', 'reinforcement', 'scipy', 'nlp', 'deep learning', 'python', 'jupyter', 'machine learning']"
4670,Amazon Dev Centre (London) Ltd,Machine Learning Engineer,Entry,"['algorithms', 'master', 'java', 'undergraduate', 'data mining', 'research', 'phd', 'computer vision', 'computer science', 'statistics', 'python', 'machine learning']"
4671,Samsung Electronics,Machine Learning Engineer,Entry,"['algorithms', 'probability', 'master', 'caffe', 'algebra', 'computer vision', 'reinforcement', 'computer science', 'doctorate', 'deep learning', 'tensorflow', 'statistics', 'python', 'pytorch', 'machine learning']"
4672,G-Research,Machine Learning Engineer,Entry,"['tableau', 'excel', 'r', 'matlab', 'python']"
4673,Amazon Dev Centre (London) Ltd,Machine Learning Engineer,Entry,"['master', 'r', 'statistics', 'big data', 'data processing', 'unsupervised', 'spark', 'hadoop', 'forecasting', 'sas', 'supervised', 'matlab', 'time series', 'computer science', 'hive', 'deep learning', 'big data processing', 'sql', 'python', 'regression']"
4674,Snapchat,Machine Learning Engineer,Entry,['computer science']
4675,G-Research,Machine Learning Engineer,Entry,"['data science', 'git', 'phd', 'computer science', 'statistics', 'machine learning']"
4676,NatWest Group,Machine Learning Engineer,Entry,['data analytics']
4677,Poly AI,Machine Learning Engineer,Entry,"['ml', 'ms', 'azure', 'phd', 'cloud', 'machine learning', 'computer science', 'tensorflow', 'aws', 'python', 'gcp']"
4678,Facebook,Machine Learning Engineer,Entry,"['algorithms', 'java', 'data mining', 'research', 'phd', 'computer vision', 'machine learning', 'computer science', 'recommendation systems', 'nlp', 'perl', 'php', 'python', 'regression']"
4679,TikTok,Machine Learning Engineer,Entry,"['bachelors', 'natural language processing', 'algorithms', 'ml', 'data mining', 'computer vision', 'computer science', 'deep learning', 'nlp', 'tensorflow', 'pytorch', 'data structures', 'machine learning']"
4680,World Wide Generation Ltd,Machine Learning Engineer,Entry,"['cuda', 'ml', 'excel', 'master', 'applied mathematics', 'phd', 'cloud', 'machine learning', 'computer science', 'gcp', 'data modelling', 'tensorflow', 'statistics', 'matplotlib', 'python', 'pytorch', 'optimization', 'keras']"
4681,"JPMorgan Chase Bank, N.A.",Machine Learning Engineer,Entry,"['javascript', 'agile', 'algorithms', 'java', 'undergraduate', 'senior', 'computer science', 'c', 'bachelor', 'python', 'data structures']"
4682,Applied Nanodetectors Ltd,Machine Learning Engineer,Mid,"['bachelor', 'deep learning', 'algorithm', 'python', 'optimization']"
4683,G-Research,Machine Learning Engineer,Entry,"['data science', 'statistics', 'git', 'computer science']"
4684,Jane Street,Machine Learning Engineer,Entry,[]
4685,Turing Talent,Machine Learning Engineer,Entry,"['ml', 'master', 'full stack', 'cloud', 'aws', 'python', 'machine learning']"
4686,Sky,Machine Learning Engineer,Entry,"['phd', 'computer science', 'sql', 'python', 'machine learning']"
4687,Spotify,Machine Learning Engineer,Entry,"['data science', 'numpy', 'phd', 'reinforcement', 'computer science', 'scipy', 'tensorflow', 'statistics', 'python', 'machine learning']"
4688,Behold.ai,Machine Learning Engineer,Entry,['machine learning']
4689,Behold.ai,Machine Learning Engineer,Entry,['machine learning']
4690,Cytora,Machine Learning Engineer,Entry,['cloud']
4691,TikTok,Machine Learning Engineer,Entry,"['natural language processing', 'algorithms', 'data mining', 'research', 'phd', 'computer vision', 'nlp', 'statistics', 'machine learning']"
4692,TikTok,Machine Learning Engineer,Entry,"['bachelors', 'natural language processing', 'algorithms', 'ml', 'data mining', 'computer vision', 'computer science', 'deep learning', 'nlp', 'tensorflow', 'pytorch', 'data structures', 'machine learning']"
4693,Spotify,Machine Learning Engineer,Entry,"['data science', 'numpy', 'phd', 'reinforcement', 'computer science', 'scipy', 'tensorflow', 'statistics', 'python', 'machine learning']"
4694,Samsung Electronics,Machine Learning Engineer,Entry,"['algorithms', 'probability', 'master', 'caffe', 'algebra', 'computer vision', 'reinforcement', 'computer science', 'doctorate', 'deep learning', 'tensorflow', 'statistics', 'python', 'pytorch', 'machine learning']"
4695,G-Research,Machine Learning Engineer,Entry,"['data science', 'numpy', 'algorithms', 'pandas', 'bayesian', 'reinforcement', 'scipy', 'nlp', 'deep learning', 'python', 'jupyter', 'machine learning']"
4696,Behold.ai,Machine Learning Engineer,Entry,['machine learning']
4697,Ocado Group,Machine Learning Engineer,Entry,['computer science']
4698,G-Research,Machine Learning Engineer,Entry,"['data science', 'git', 'phd', 'computer science', 'statistics', 'machine learning']"
4699,Applied Nanodetectors Ltd,Machine Learning Engineer,Mid,"['bachelor', 'deep learning', 'algorithm', 'python', 'optimization']"
4700,Snapchat,Machine Learning Engineer,Entry,['computer science']
4701,Facebook,Machine Learning Engineer,Entry,"['algorithms', 'research', 'phd', 'bayesian', 'computer science', 'computer vision', 'deep learning', 'tensorflow', 'python', 'pytorch', 'optimization', 'machine learning']"
4702,DataSpartan Consulting,Machine Learning Engineer,Mid,"['data science', 'r', 'spark', 'java', 'scala', 'data analytics', 'deep learning', 'perl', 'theano', 'tensorflow', 'statistics', 'big data', 'python', 'sql', 'postgresql', 'machine learning']"
4703,Facebook,Machine Learning Engineer,Entry,"['algorithms', 'java', 'data mining', 'research', 'phd', 'computer vision', 'machine learning', 'computer science', 'recommendation systems', 'nlp', 'perl', 'php', 'python', 'regression']"
4704,G-Research,Machine Learning Engineer,Entry,"['tableau', 'excel', 'r', 'matlab', 'python']"
4705,G-Research,Machine Learning Engineer,Entry,"['data science', 'statistics', 'git', 'computer science']"
4706,Amazon Dev Centre (London) Ltd,Machine Learning Engineer,Entry,"['algorithms', 'master', 'java', 'undergraduate', 'data mining', 'research', 'phd', 'computer vision', 'computer science', 'statistics', 'python', 'machine learning']"
4707,Kayrros,Machine Learning Engineer,Entry,"['geospatial', 'docker', 'pandas', 'python', 'machine learning']"
4708,Sky,Machine Learning Engineer,Entry,"['phd', 'computer science', 'sql', 'python', 'machine learning']"
4709,Cambridge Quantum Computing,Machine Learning Engineer,Entry,"['algorithms', 'research', 'phd', 'algorithm', 'machine learning']"
4710,NatWest Group,Machine Learning Engineer,Entry,['data analytics']
4711,Verisk,Machine Learning Engineer,Entry,"['bachelors', 'api', 'agile', 'master', 'spark', 'java', 'computer science', 'c', 'aws', 'kafka', 'data structures', 'web design']"
4712,Amazon Dev Centre (London) Ltd,Machine Learning Engineer,Entry,"['master', 'r', 'statistics', 'big data', 'data processing', 'unsupervised', 'spark', 'hadoop', 'forecasting', 'sas', 'supervised', 'matlab', 'time series', 'computer science', 'hive', 'deep learning', 'big data processing', 'sql', 'python', 'regression']"
4713,Poly AI,Machine Learning Engineer,Entry,"['ml', 'ms', 'azure', 'phd', 'cloud', 'machine learning', 'computer science', 'tensorflow', 'aws', 'python', 'gcp']"
4714,DeepMind,Machine Learning Engineer,Entry,"['research', 'phd']"
4715,World Wide Generation Ltd,Machine Learning Engineer,Entry,"['cuda', 'ml', 'excel', 'master', 'applied mathematics', 'phd', 'cloud', 'machine learning', 'computer science', 'gcp', 'data modelling', 'tensorflow', 'statistics', 'matplotlib', 'python', 'pytorch', 'optimization', 'keras']"
4716,Facebook,Machine Learning Engineer,Entry,"['data science', 'natural language processing', 'applied mathematics', 'computer vision', 'research', 'phd', 'computer science', 'statistics', 'machine learning']"
4717,Turing Talent,Machine Learning Engineer,Entry,"['ml', 'master', 'full stack', 'cloud', 'aws', 'python', 'machine learning']"
4718,TikTok,Machine Learning Engineer,Entry,"['natural language processing', 'algorithms', 'ml', 'data mining', 'research', 'phd', 'computer vision', 'computer science', 'deep learning', 'nlp', 'tensorflow', 'pytorch', 'machine learning']"
4719,TikTok,Machine Learning Engineer,Entry,"['algorithms', 'data mining', 'computer vision', 'phd', 'computer science', 'nlp', 'data structures', 'machine learning']"
4720,Bose,Machine Learning Engineer,Entry,"['algorithms', 'ml', 'undergraduate', 'tuning', 'research', 'computer science', 'machine learning', 'deep learning', 'tensorflow', 'python', 'pytorch', 'graduate']"
4721,NVIDIA,Machine Learning Engineer,Entry,"['research', 'phd', 'computer science', 'machine learning', 'tensorflow', 'python', 'pytorch', 'cuda']"
4722,Electronic Arts,Machine Learning Engineer,Entry,"['algorithms', 'ml', 'research', 'phd', 'data modeling', 'computer science', 'tensorflow', 'pytorch', 'machine learning']"
4723,NVIDIA,Machine Learning Engineer,Entry,"['ms', 'tuning', 'cs', 'research', 'phd', 'machine learning', 'deep learning', 'python', 'cuda']"
4724,Amazon.com Services LLC,Machine Learning Engineer,Entry,"['algorithms', 'r', 'java', 'data mining', 'research', 'phd', 'computer vision', 'computer science', 'matlab', 'sql', 'statistics', 'python', 'machine learning']"
4725,Motional,Machine Learning Engineer,Entry,"['research', 'phd', 'computer vision', 'computer science', 'python', 'machine learning']"
4726,Netflix,Machine Learning Engineer,Entry,"['ml', 'spark', 'java', 'ms', 'scala', 'phd', 'research', 'reinforcement', 'computer vision', 'recommender systems', 'python', 'machine learning']"
4727,MIT Lincoln Laboratory,Machine Learning Engineer,Entry,"['natural language processing', 'r', 'computer vision', 'data analysis', 'python', 'machine learning']"
4728,Amazon.com Services LLC,Machine Learning Engineer,Entry,"['agile', 'computer vision', 'computer science', 'matlab', 'python']"
4729,Balyasny,Machine Learning Engineer,Entry,"['master', 'cloud', 'aws', 'statistics', 'machine learning', 'algorithms', 'clustering', 'spark', 'phd', 'classification', 'ml', 'research', 'tensorflow', 'ml libraries', 'reinforcement', 'computer science', 'deep learning', 'data analysis', 'sql', 'python', 'pytorch', 'regression']"
4730,Niantic,Machine Learning Engineer,Entry,"['geospatial', 'data science', 'experimental design', 'etl', 'graph', 'applied mathematics', 'computer science', 'machine learning', 'data analysis', 'sql', 'statistics', 'python', 'graduate']"
4731,Balyasny,Machine Learning Engineer,Entry,"['exploratory', 'visualization', 'research', 'senior', 'phd', 'econometrics', 'data analytics', 'computer science', 'machine learning', 'data analysis', 'statistics', 'python', 'graduate']"
4732,Quantlab,Machine Learning Engineer,Entry,"['algorithms', 'master', 'r', 'julia', 'research', 'phd', 'computer science', 'bachelor', 'statistics', 'machine learning']"
4733,Mr. Cooper,Machine Learning Engineer,Entry,"['ml', 'undergraduate', 'classification', 'cloud', 'computer science', 'tensorflow', 'graduate', 'sql', 'keras', 'python', 'pytorch', 'regression']"
4734,Niantic,Machine Learning Engineer,Entry,"['algorithms', 'ml', 'master', 'clustering', 'research', 'phd', 'classification', 'reinforcement', 'machine learning', 'regression', 'deep learning', 'statistics', 'python', 'graduate']"
4735,Microsoft,Machine Learning Engineer,Entry,"['computer science', 'statistics', 'phd', 'machine learning']"
4736,Dropbox,Machine Learning Engineer,Entry,"['ml', 'ms', 'research', 'phd', 'computer science', 'machine learning']"
4737,Microsoft,Machine Learning Engineer,Entry,"['computer science', 'research', 'phd']"
4738,TikTok,Machine Learning Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
4739,Nissan,Machine Learning Engineer,Entry,"['tensor', 'numpy', 'master', 'research', 'phd', 'pandas', 'scipy', 'matlab', 'python', 'machine learning']"
4740,TikTok,Machine Learning Engineer,Entry,"['algorithms', 'computer vision', 'research', 'deep learning', 'python', 'machine learning']"
4741,Annapurna Labs (U.S.) Inc.,Machine Learning Engineer,Entry,"['mxnet', 'python', 'master', 'phd', 'c', 'bachelor', 'tensorflow', 'pytorch', 'machine learning']"
4742,GE,Machine Learning Engineer,Entry,"['research', 'phd', 'computer science', 'graph', 'python', 'machine learning']"
4743,Tesla,Machine Learning Engineer,Entry,"['javascript', 'continuous integration', 'neural network', 'senior', 'devops', 'computer vision', 'computer science', 'cluster', 'python', 'pytorch', 'optimizing', 'machine learning']"
4744,The Hershey Company,Machine Learning Engineer,Entry,"['git', 'supervised', 'clustering', 'r', 'time series', 'forecasting', 'classification', 'devops', 'data analytics', 'machine learning', 'computer science', 'sql', 'statistics', 'python', 'unsupervised', 'regression']"
4745,Levi Strauss & Co.,Machine Learning Engineer,Entry,"['data science', 'algorithms', 'r', 'ms', 'phd', 'computer science', 'gcp', 'aws', 'sql', 'statistics', 'python', 'graduate']"
4746,Bristol Myers Squibb,Machine Learning Engineer,Entry,"['machine learning', 'python', 'computer science', 'linux']"
4747,"SoftInWay, Inc.",Machine Learning Engineer,Entry,"['algorithms', 'python', 'master', 'cleaning', 'ms', 'computer science', 'c', 'deep learning', 'tensorflow', 'machine learning']"
4748,TikTok,Machine Learning Engineer,Entry,"['algorithms', 'data mining', 'computer vision', 'phd', 'computer science', 'nlp', 'data structures', 'machine learning']"
4749,TikTok,Machine Learning Engineer,Entry,"['algorithms', 'computer vision', 'research', 'deep learning', 'python', 'machine learning']"
4750,GE,Machine Learning Engineer,Entry,"['research', 'phd', 'computer science', 'graph', 'python', 'machine learning']"
4751,Nissan,Machine Learning Engineer,Entry,"['tensor', 'numpy', 'master', 'research', 'phd', 'pandas', 'scipy', 'matlab', 'python', 'machine learning']"
4752,TikTok,Machine Learning Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
4753,TikTok,Machine Learning Engineer,Entry,"['algorithms', 'data mining', 'computer vision', 'phd', 'computer science', 'nlp', 'data structures', 'machine learning']"
4754,Amazon.com Services LLC,Machine Learning Engineer,Entry,"['agile', 'computer vision', 'computer science', 'matlab', 'python']"
4755,Microsoft,Machine Learning Engineer,Entry,"['computer science', 'research', 'phd']"
4756,Annapurna Labs (U.S.) Inc.,Machine Learning Engineer,Entry,"['mxnet', 'python', 'master', 'phd', 'c', 'bachelor', 'tensorflow', 'pytorch', 'machine learning']"
4757,Balyasny,Machine Learning Engineer,Entry,"['exploratory', 'visualization', 'research', 'senior', 'phd', 'econometrics', 'data analytics', 'computer science', 'machine learning', 'data analysis', 'statistics', 'python', 'graduate']"
4758,Bose,Machine Learning Engineer,Entry,"['algorithms', 'ml', 'undergraduate', 'tuning', 'research', 'computer science', 'machine learning', 'deep learning', 'tensorflow', 'python', 'pytorch', 'graduate']"
4759,The Hershey Company,Machine Learning Engineer,Entry,"['git', 'supervised', 'clustering', 'r', 'time series', 'forecasting', 'classification', 'devops', 'data analytics', 'machine learning', 'computer science', 'sql', 'statistics', 'python', 'unsupervised', 'regression']"
4760,NVIDIA,Machine Learning Engineer,Entry,"['research', 'phd', 'computer science', 'machine learning', 'tensorflow', 'python', 'pytorch', 'cuda']"
4761,Niantic,Machine Learning Engineer,Entry,"['algorithms', 'ml', 'master', 'clustering', 'research', 'phd', 'classification', 'reinforcement', 'machine learning', 'regression', 'deep learning', 'statistics', 'python', 'graduate']"
